etablissement;annee;ville;academie;departement;taux_brut_de_reussite_total_series;taux_reussite_attendu_france_total_series
LYCEE SAINT LOUIS;2019;BAR LE DUC;NANCY-METZ;MEUSE;89;93
LYCEE ALAIN RENE LESAGE;2019;VANNES;RENNES;MORBIHAN;89;95
LYCEE FABERT;2019;METZ;NANCY-METZ;MOSELLE;93;96
LYCEE HELENE BOUCHER;2019;THIONVILLE;NANCY-METZ;MOSELLE;93;91
LYCEE JULIE DAUBIE (GENERAL ET TECHNO.);2019;ROMBAS;NANCY-METZ;MOSELLE;87;88
LYCEE SAINT ANTOINE;2019;PHALSBOURG;NANCY-METZ;MOSELLE;99;97
LYCEE SAINT PIERRE CHANEL;2019;THIONVILLE;NANCY-METZ;MOSELLE;99;98
LYCEE SAINT JOSEPH-LA PROVIDENCE;2019;FORBACH;NANCY-METZ;MOSELLE;97;87
LYCEE JEAN XXIII;2019;MONTIGNY LES METZ;NANCY-METZ;MOSELLE;100;96
LYCEE SAINT VINCENT DE PAUL;2019;ALGRANGE;NANCY-METZ;MOSELLE;98;96
LYCEE ROMAIN ROLLAND (GENERAL ET TECHNO.);2019;CLAMECY;DIJON;NIEVRE;89;92
LYCEE ALBERT CHATELET;2019;DOUAI;LILLE;NORD;91;94
LYCEE BEAUPRE (GENERAL ET TECHNO.);2019;HAUBOURDIN;LILLE;NORD;90;91
LYCEE FAIDHERBE;2019;LILLE;LILLE;NORD;85;92
LYCEE VALENTINE LABBE (GENERAL ET TECHNO.);2019;LA MADELEINE;LILLE;NORD;89;88
LYCEE MAXENCE VAN DER MEERSCH;2019;ROUBAIX;LILLE;NORD;74;77
LYCEE LOUIS PASTEUR;2019;SOMAIN;LILLE;NORD;89;91
LYCEE WATTEAU;2019;VALENCIENNES;LILLE;NORD;92;93
LYCEE SAINT REMI;2019;ROUBAIX;LILLE;NORD;97;92
LYCEE SAINT ADRIEN LA SALLE;2019;VILLENEUVE D ASCQ;LILLE;NORD;99;98
LYCEE EIC MARIE NOEL (GENERAL ET TECHNO.);2019;TOURCOING;LILLE;NORD;98;94
INSTITUT NICOLAS BARRE;2019;ARMENTIERES;LILLE;NORD;96;95
LYCEE SAINT JOSEPH (GENERAL ET TECHNO.);2019;HAZEBROUCK;LILLE;NORD;98;96
LYCEE NOTRE-DAME DES DUNES;2019;DUNKERQUE;LILLE;NORD;100;97
LYCEE NOTRE-DAME DE LA PAIX;2019;LILLE;LILLE;NORD;96;95
LYCEE PRIVE DE MARCQ;2019;MARCQ EN BAROEUL;LILLE;NORD;100;99
LYCEE DE L'ESCAUT;2019;VALENCIENNES;LILLE;NORD;88;91
LYCEE PRIVE AVERROES;2019;LILLE;LILLE;NORD;91;88
LYCEE JEAN ROSTAND;2019;CHANTILLY;AMIENS;OISE;90;96
LYCEE MARIE CURIE;2019;NOGENT SUR OISE;AMIENS;OISE;86;92
LYCEE JEAN-PAUL II;2019;COMPIEGNE;AMIENS;OISE;99;97
LYCEE HUGUES CAPET;2019;SENLIS;AMIENS;OISE;85;95
LYCEE CONDORCET;2019;MERU;AMIENS;OISE;83;87
LYCEE SAINT THOMAS D'AQUIN (GENERAL ET TECHNO.);2019;FLERS;NORMANDIE;ORNE;96;95
LYCEE JEAN MONNET (GENERAL ET TECHNO.);2019;MORTAGNE AU PERCHE;NORMANDIE;ORNE;95;94
LYCEE LAVOISIER;2019;AUCHEL;LILLE;PAS DE CALAIS;72;81
LYCEE LOUIS BLARINGHEM;2019;BETHUNE;LILLE;PAS DE CALAIS;93;94
LYCEE SOPHIE BERTHELOT;2019;CALAIS;LILLE;PAS DE CALAIS;88;91
LYCEE FERNAND DARCHICOURT;2019;HENIN BEAUMONT;LILLE;PAS DE CALAIS;88;88
LYCEE LOUIS PASTEUR (GENERAL ET TECHNO.);2019;HENIN BEAUMONT;LILLE;PAS DE CALAIS;86;87
LYCEE CONDORCET;2019;LENS;LILLE;PAS DE CALAIS;86;84
LYCEE ANATOLE FRANCE;2019;LILLERS;LILLE;PAS DE CALAIS;95;92
LYCEE BLAISE PASCAL;2019;LONGUENESSE;LILLE;PAS DE CALAIS;97;95
LYCEE LEONARD DE VINCI (GENERAL ET TECHNO.);2019;CALAIS;LILLE;PAS DE CALAIS;90;91
LYCEE GAMBETTA CARNOT;2019;ARRAS;LILLE;PAS DE CALAIS;89;91
LYCEE BLAISE PASCAL;2019;CLERMONT FERRAND;CLERMONT-FERRAND;PUY DE DOME;95;95
LYCEE JEANNE D'ARC;2019;CLERMONT FERRAND;CLERMONT-FERRAND;PUY DE DOME;94;95
LYCEE LA FAYETTE (GENERAL ET TECHNO.);2019;CLERMONT FERRAND;CLERMONT-FERRAND;PUY DE DOME;93;92
LYCEE C. ET P. VIRLOGEUX;2019;RIOM;CLERMONT-FERRAND;PUY DE DOME;94;95
LYCEE MONTDORY;2019;THIERS;CLERMONT-FERRAND;PUY DE DOME;90;91
LYCEE SAINTE MARIE;2019;RIOM;CLERMONT-FERRAND;PUY DE DOME;97;95
LYCEE GODEFROY DE BOUILLON;2019;CLERMONT FERRAND;CLERMONT-FERRAND;PUY DE DOME;97;95
LYCEE RENE DESCARTES;2019;COURNON D AUVERGNE;CLERMONT-FERRAND;PUY DE DOME;91;95
LYCEE RENE CASSIN;2019;BAYONNE;BORDEAUX;PYRENEES ATLANTIQUES;97;96
LYCEE DE LA CHIMIE ALBERT CAMUS;2019;MOURENX;BORDEAUX;PYRENEES ATLANTIQUES;95;94
LYCEE JULES SUPERVIELLE;2019;OLORON STE MARIE;BORDEAUX;PYRENEES ATLANTIQUES;92;93
LYCEE SAINT CRICQ (GENERAL ET TECHNO.);2019;PAU;BORDEAUX;PYRENEES ATLANTIQUES;94;95
LYCEE LE BEAU RAMEAU;2019;IGON;BORDEAUX;PYRENEES ATLANTIQUES;81;86
LYCEE ST JOSEPH;2019;NAY;BORDEAUX;PYRENEES ATLANTIQUES;100;96
LYCEE ST THOMAS D AQUIN;2019;ST JEAN DE LUZ;BORDEAUX;PYRENEES ATLANTIQUES;100;95
LYCEE HOTELLERIE BIARRITZ ATLANTIQUE (GENERAL ET TECHNO.);2019;BIARRITZ;BORDEAUX;PYRENEES ATLANTIQUES;89;96
LYCEE RENE BILLERES;2019;ARGELES GAZOST;TOULOUSE;HAUTES PYRENEES;98;94
LYCEE VICTOR DURUY (GENERAL ET TECHNO.);2019;BAGNERES DE BIGORRE;TOULOUSE;HAUTES PYRENEES;88;93
LYCEE JEAN DUPUY;2019;TARBES;TOULOUSE;HAUTES PYRENEES;96;94
LYCEE FREPPEL;2019;OBERNAI;STRASBOURG;BAS RHIN;95;96
LYCEE GENERAL LECLERC;2019;SAVERNE;STRASBOURG;BAS RHIN;97;93
LYCEE JEAN MONNET;2019;STRASBOURG;STRASBOURG;BAS RHIN;85;83
LYCEE FUSTEL DE COULANGES;2019;STRASBOURG;STRASBOURG;BAS RHIN;96;96
LYCEE JEAN-BAPTISTE KLEBER;2019;STRASBOURG;STRASBOURG;BAS RHIN;94;93
LYCEE LOUIS PASTEUR;2019;STRASBOURG;STRASBOURG;BAS RHIN;91;88
LYCEE JEAN ROSTAND (GENERAL ET TECHNO.);2019;STRASBOURG;STRASBOURG;BAS RHIN;92;94
ECOLE AQUIBA;2019;STRASBOURG;STRASBOURG;BAS RHIN;94;93
LYCEE MARGUERITE YOURCENAR (GENERAL ET TECHNO.);2019;ERSTEIN;STRASBOURG;BAS RHIN;96;95
LYCEE MARCEL RUDLOFF (GENERAL ET TECHNO.);2019;STRASBOURG;STRASBOURG;BAS RHIN;93;91
LYCEE JEAN JACQUES HENNER (GENERAL ET TECHNO.);2019;ALTKIRCH;STRASBOURG;HAUT RHIN;96;93
LYCEE CAMILLE SEE;2019;COLMAR;STRASBOURG;HAUT RHIN;95;92
LYCEE THEODORE DECK (GENERAL ET TECHNO.);2019;GUEBWILLER;STRASBOURG;HAUT RHIN;90;94
LYCEE JEAN MERMOZ (GENERAL ET TECHNO.);2019;ST LOUIS;STRASBOURG;HAUT RHIN;95;93
LYCEE LOUISE WEISS (GENERAL ET TECHNO.);2019;STE MARIE AUX MINES;STRASBOURG;HAUT RHIN;79;91
LYCEE SCHEURER KESTNER;2019;THANN;STRASBOURG;HAUT RHIN;96;92
LYCEE LAMBERT;2019;MULHOUSE;STRASBOURG;HAUT RHIN;90;89
LYCEE LAZARE DE SCHWENDI (GENERAL ET TECHNO.);2019;INGERSHEIM;STRASBOURG;HAUT RHIN;91;87
INSTITUTION DON BOSCO;2019;WITTENHEIM;STRASBOURG;HAUT RHIN;83;88
LYCEE DU PARC;2019;LYON 06;LYON;RHONE;96;97
LYCEE RENE CASSIN (GENERAL ET TECHNO.);2019;TARARE;LYON;RHONE;95;94
EXTERNAT DE LA TRINITE;2019;LYON 06;LYON;RHONE;99;96
LYCEE NOTRE DAME DE MONGRE;2019;VILLEFRANCHE SUR SAONE CED;LYON;RHONE;98;98
LYCEE CARREL;2019;LYON 06;LYON;RHONE;100;98
LYCEE ALBERT CAMUS;2019;RILLIEUX LA PAPE;LYON;RHONE;79;89
LYCEE CONDORCET;2019;ST PRIEST;LYON;RHONE;76;88
LYCEE FRANCOIS MANSART (GENERAL ET TECHNO.);2019;THIZY LES BOURGS;LYON;RHONE;90;91
LYCEE LA XAVIERE;2019;LYON 08;LYON;RHONE;100;98
LYCEE AUGUSTIN COURNOT (GENERAL ET TECHNO.);2019;GRAY;BESANCON;HAUTE SAONE;84;93
LYCEE GEORGES COLOMB (GENERAL ET TECHNO.);2019;LURE;BESANCON;HAUTE SAONE;90;93
LYCEE EDOUARD BELIN (GENERAL ET TECHNO.);2019;VESOUL;BESANCON;HAUTE SAONE;84;93
LYCEE MILITAIRE (GENERAL ET TECHNO.);2019;AUTUN;DIJON;SAONE ET LOIRE;99;96
LYCEE ROBERT GARNIER (GENERAL ET TECHNO.);2019;LA FERTE BERNARD;NANTES;SARTHE;88;91
LYCEE GABRIEL TOUCHARD-WASHINGTON (GENERAL ET TECHNO.);2019;LE MANS;NANTES;SARTHE;86;94
LYCEE PAUL HEROULT (GENERAL ET TECHNO.);2019;ST JEAN DE MAURIENNE;GRENOBLE;SAVOIE;91;94
LYCEE SAINT AMBROISE;2019;CHAMBERY;GRENOBLE;SAVOIE;98;97
LYCEE CLAUDE LOUIS BERTHOLLET;2019;ANNECY;GRENOBLE;HAUTE SAVOIE;92;96
LYCEE MONT BLANC RENE DAYVE (GENERAL ET TECHNO.);2019;PASSY;GRENOBLE;HAUTE SAVOIE;94;94
LYCEE SAVOIE LEMAN (GENERAL ET TECHNO.);2019;THONON LES BAINS;GRENOBLE;HAUTE SAVOIE;94;98
LYCEE ANNA DE NOAILLES (GENERAL ET TECHNO.);2019;EVIAN LES BAINS;GRENOBLE;HAUTE SAVOIE;87;93
LYCEE SAINT MICHEL;2019;ANNECY;GRENOBLE;HAUTE SAVOIE;99;98
LYCEE JEAN MONNET (GENERAL ET TECHNO.);2019;ANNEMASSE;GRENOBLE;HAUTE SAVOIE;90;92
EC TECHNIQUE SUP LABORATOIRE;2019;PARIS 13;PARIS;PARIS;97;94
LYCEE VICTOR HUGO;2019;PARIS 03;PARIS;PARIS;97;97
LYCEE CHARLEMAGNE;2019;PARIS 04;PARIS;PARIS;98;98
LYCEE CHAPTAL;2019;PARIS 08;PARIS;PARIS;96;96
LYCEE RACINE;2019;PARIS 08;PARIS;PARIS;96;96
LYCEE LAMARTINE;2019;PARIS 09;PARIS;PARIS;90;92
LYCEE ELISA LEMONNIER (GENERAL ET TECHNO.);2019;PARIS 12;PARIS;PARIS;86;85
LYCEE ARAGO;2019;PARIS 12;PARIS;PARIS;94;91
LYCEE BOULLE ESAA (GENERAL ET TECHNO.);2019;PARIS 12;PARIS;PARIS;97;100
LYCEE RODIN;2019;PARIS 13;PARIS;PARIS;88;87
LYCEE PIERRE-GILLES DE GENNES-ENCPB;2019;PARIS 13;PARIS;PARIS;86;88
LYCEE CLAUDE BERNARD;2019;PARIS 16;PARIS;PARIS;86;86
LYCEE JEAN-BAPTISTE SAY;2019;PARIS 16;PARIS;PARIS;100;98
LYCEE JEAN DE LA FONTAINE;2019;PARIS 16;PARIS;PARIS;97;97
LYCEE SINAI;2019;PARIS 18;PARIS;PARIS;93;95
LYCEE YABNE;2019;PARIS 13;PARIS;PARIS;100;96
LYCEE SAINT-SULPICE;2019;PARIS 06;PARIS;PARIS;100;94
LYCEE NOTRE-DAME DE SION;2019;PARIS 06;PARIS;PARIS;100;99
LYCEE L'ALMA;2019;PARIS 07;PARIS;PARIS;100;99
LYCEE FENELON SAINTE-MARIE;2019;PARIS 08;PARIS;PARIS;100;99
LYCEE BOSSUET-NOTRE-DAME;2019;PARIS 10;PARIS;PARIS;100;98
LYCEE NOTRE-DAME DE FRANCE;2019;PARIS 13;PARIS;PARIS;100;99
LYCEE NOTRE-DAME DES OISEAUX;2019;PARIS 16;PARIS;PARIS;94;98
LYCEE OZAR HATORAH;2019;PARIS 11;PARIS;PARIS;88;71
LYCEE THOMAS CORNEILLE;2019;BARENTIN;NORMANDIE;SEINE MARITIME;90;92
LYCEE GUY DE MAUPASSANT;2019;FECAMP;NORMANDIE;SEINE MARITIME;91;93
LYCEE JEANNE D'ARC (GENERAL ET TECHNO.);2019;STE ADRESSE;NORMANDIE;SEINE MARITIME;91;92
LYCEE PABLO NERUDA;2019;DIEPPE;NORMANDIE;SEINE MARITIME;94;93
LYCEE GALILEE (GENERAL ET TECHNO.);2019;FRANQUEVILLE ST PIERRE;NORMANDIE;SEINE MARITIME;91;96
LYCEE DU GOLF (GENERAL ET TECHNO.);2019;DIEPPE;NORMANDIE;SEINE MARITIME;85;91
LYCEE ETIENNE BEZOUT (GENERAL ET TECHNO.);2019;NEMOURS;CRETEIL;SEINE ET MARNE;93;91
LYCEE GUY GASNIER-SAINTE BATHILDE;2019;CHELLES;CRETEIL;SEINE ET MARNE;100;96
LYCEE GERARD DE NERVAL (GENERAL ET TECHNO.);2019;NOISIEL;CRETEIL;SEINE ET MARNE;91;90
LYCEE HONORE DE BALZAC;2019;MITRY MORY;CRETEIL;SEINE ET MARNE;82;84
LYCEE RENE DESCARTES (GENERAL ET TECHNO.);2019;CHAMPS SUR MARNE;CRETEIL;SEINE ET MARNE;93;91
LYCEE CHARLES DE GAULLE (GENERAL ET TECHNO.);2019;LONGPERRIER;CRETEIL;SEINE ET MARNE;76;83
LYCEE JEAN VILAR;2019;MEAUX;CRETEIL;SEINE ET MARNE;84;89
LYCEE LA TOUR DES DAMES (GENERAL ET TECHNO.);2019;ROZAY EN BRIE;CRETEIL;SEINE ET MARNE;83;92
LYCEE INTERNAT D'EXCELLENCE SOURDUN;2019;SOURDUN;CRETEIL;SEINE ET MARNE;93;90
LYCEE JEAN VILAR;2019;PLAISIR;VERSAILLES;YVELINES;97;94
LYCEE LES PIERRES VIVES (GENERAL ET TECHNO.);2019;CARRIERES SUR SEINE;VERSAILLES;YVELINES;93;95
LYCEE JEANNE D'ALBRET;2019;ST GERMAIN EN LAYE;VERSAILLES;YVELINES;97;96
LYCEE MANSART;2019;ST CYR L ECOLE;VERSAILLES;YVELINES;88;91
LYCEE SAINT-AUGUSTIN;2019;ST GERMAIN EN LAYE;VERSAILLES;YVELINES;100;97
LYCEE JEAN MACE;2019;NIORT;POITIERS;DEUX-SEVRES;87;94
LYCEE ERNEST PEROCHON;2019;PARTHENAY;POITIERS;DEUX-SEVRES;95;95
LYCEE PIERRE MENDES FRANCE;2019;PERONNE;AMIENS;SOMME;85;90
LYCEE SAINT PIERRE;2019;ABBEVILLE;AMIENS;SOMME;97;98
LYCEE SACRE COEUR;2019;AMIENS;AMIENS;SOMME;98;96
LYCEE SACRE COEUR;2019;PERONNE;AMIENS;SOMME;88;96
LYCEE DU VIMEU (GENERAL ET TECHNO.);2019;FRIVILLE ESCARBOTIN;AMIENS;SOMME;88;94
LYCEE SAINT RIQUIER;2019;AMIENS;AMIENS;SOMME;100;98
LYCEE LA HOTOIE (GENERAL ET TECHNO.);2019;AMIENS;AMIENS;SOMME;79;85
LYCEE LOUIS RASCOL (GENERAL ET TECHNO.);2019;ALBI;TOULOUSE;TARN;89;91
ENSEMBLE SCOLAIRE JEANNE D'ARC;2019;MAZAMET;TOULOUSE;TARN;98;93
LYCEE NOTRE-DAME;2019;CASTRES;TOULOUSE;TARN;92;94
LYCEE BORDE BASSE (GENERAL ET TECHNO.);2019;CASTRES;TOULOUSE;TARN;89;92
LYCEE FRANCOIS MITTERRAND;2019;MOISSAC;TOULOUSE;TARN ET GARONNE;89;92
LYCEE PIERRE MARIE THEAS;2019;MONTAUBAN;TOULOUSE;TARN ET GARONNE;95;95
LYCEE JEAN BAYLET (GENERAL ET TECHNO.);2019;VALENCE D AGEN;TOULOUSE;TARN ET GARONNE;92;89
LYCEE DUMONT D URVILLE;2019;TOULON;NICE;VAR;87;89
LYCEE SAINTE MARIE;2019;LA SEYNE SUR MER;NICE;VAR;98;95
LYCEE MAINTENON (GENERAL ET TECHNO.);2019;HYERES;NICE;VAR;98;96
LYCEE PAUL LANGEVIN (GENERAL ET TECHNO.);2019;LA SEYNE SUR MER;NICE;VAR;90;94
LYCEE BONAPARTE;2019;TOULON;NICE;VAR;88;87
LYCEE DU COUDON;2019;LA GARDE;NICE;VAR;94;93
LYCEE COSTEBELLE (GENERAL ET TECHNO.);2019;HYERES;NICE;VAR;93;93
LYCEE DU VAL D'ARGENS (GENERAL ET TECHNO.);2019;LE MUY;NICE;VAR;90;92
LYCEE ISMAEL DAUPHIN;2019;CAVAILLON;AIX-MARSEILLE;VAUCLUSE;88;90
LYCEE SAINT GABRIEL;2019;VALREAS;AIX-MARSEILLE;VAUCLUSE;81;80
LYCEE FRANCOIS RABELAIS (GENERAL ET TECHNO.);2019;FONTENAY LE COMTE;NANTES;VENDEE;90;95
LYCEE STE URSULE (GENERAL ET TECHNO.);2019;LUCON;NANTES;VENDEE;94;94
LYCEE ST GABRIEL ST MICHEL;2019;ST LAURENT SUR SEVRE;NANTES;VENDEE;97;96
LYCEE ND DU ROC;2019;LA ROCHE SUR YON;NANTES;VENDEE;98;97
LYCEE J.DE LATTRE DE TASSIGNY;2019;LA ROCHE SUR YON;NANTES;VENDEE;96;95
LYCEE MARCELIN BERTHELOT;2019;CHATELLERAULT;POITIERS;VIENNE;90;94
LYCEE ISAAC DE L'ETOILE (FEUILLANTS);2019;POITIERS;POITIERS;VIENNE;95;96
LYCEE JEAN GIRAUDOUX;2019;BELLAC;LIMOGES;HAUTE VIENNE;84;90
LYCEE LEONARD LIMOSIN;2019;LIMOGES;LIMOGES;HAUTE VIENNE;88;93
LYCEE AUGUSTE RENOIR;2019;LIMOGES;LIMOGES;HAUTE VIENNE;92;94
LYCEE SUZANNE VALADON (GENERAL ET TECHNO.);2019;LIMOGES;LIMOGES;HAUTE VIENNE;82;85
LYCEE JEAN BAPTISTE DARNET;2019;ST YRIEIX LA PERCHE;LIMOGES;HAUTE VIENNE;92;92
LYCEE LOUIS LAPICQUE;2019;EPINAL;NANCY-METZ;VOSGES;88;90
LYCEE PIERRE MENDES FRANCE (GENERAL ET TECHNO.);2019;EPINAL;NANCY-METZ;VOSGES;96;94
LYCEE JEAN-BAPTISTE VUILLAUME;2019;MIRECOURT;NANCY-METZ;VOSGES;90;91
LYCEE GEORGES BAUMONT (GENERAL ET TECHNO.);2019;ST DIE DES VOSGES;NANCY-METZ;VOSGES;96;94
LYCEE FILIERE BOIS ANDRE MALRAUX (GENERAL ET TECHNO.);2019;REMIREMONT;NANCY-METZ;VOSGES;96;95
LYCEE HOTELIER J-B SIMEON CHARDIN (GENERAL ET TECHNO.);2019;GERARDMER;NANCY-METZ;VOSGES;97;94
LYCEE JEAN-JOSEPH FOURIER (GENERAL ET TECHNO.);2019;AUXERRE;DIJON;YONNE;84;88
LYCEE SAINT ETIENNE (GENERAL ET TECHNO.);2019;SENS;DIJON;YONNE;99;95
LYCEE LOUIS DAVIER (GENERAL ET TECHNO.);2019;JOIGNY;DIJON;YONNE;93;91
LYCEE SAINTE-MARIE;2019;BELFORT;BESANCON;TERRITOIRE DE BELFORT;98;96
LYCEE MARCEL PAGNOL;2019;ATHIS MONS;VERSAILLES;ESSONNE;81;85
LYCEE JEAN-BAPTISTE COROT;2019;SAVIGNY SUR ORGE;VERSAILLES;ESSONNE;92;92
LYCEE PARC DE VILGENIS (GENERAL ET TECHNO.);2019;MASSY;VERSAILLES;ESSONNE;92;93
LYCEE ILE DE FRANCE;2019;VILLEBON SUR YVETTE;VERSAILLES;ESSONNE;96;95
LYCEE SACRE COEUR;2019;LA VILLE DU BOIS;VERSAILLES;ESSONNE;100;98
LYCEE L'ESSOURIAU (GENERAL ET TECHNO.);2019;LES ULIS;VERSAILLES;ESSONNE;91;91
LYCEE JACQUES PREVERT;2019;LONGJUMEAU;VERSAILLES;ESSONNE;92;92
LYCEE CAMILLE CLAUDEL;2019;PALAISEAU;VERSAILLES;ESSONNE;91;95
LYCEE LEONARD DE VINCI (GENERAL ET TECHNO.);2019;ST MICHEL SUR ORGE;VERSAILLES;ESSONNE;84;86
LYCEE EDMOND MICHELET;2019;ARPAJON;VERSAILLES;ESSONNE;93;90
LYCEE NEWTON-ENREA (GENERAL ET TECHNO.);2019;CLICHY;VERSAILLES;HAUTS DE SEINE;78;82
LYCEE LOUIS PASTEUR;2019;NEUILLY SUR SEINE;VERSAILLES;HAUTS DE SEINE;97;97
